Baseline 100%T,,Volume dithionite-0,,Volume dithionite-1,,Volume dithionite-2,,Volume dithionite-3,,Volume dithionite-4,,Volume dithionite-5,,Volume dithionite-6,,Volume dithionite-7,,Volume dithionite-8,,Volume dithionite-9,,Volume dithionite-10,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
747.9992676,0.01648942195,747.9992676,0.03864988312,747.9992676,0.03771857917,747.9992676,0.04360725358,747.9992676,0.04324613139,747.9992676,0.04347971082,747.9992676,0.04223277047,747.9992676,0.03967354074,747.9992676,0.04536935687,747.9992676,0.04364706576,747.9992676,0.04239148274,747.9992676,0.04685668647,
747.005249,0.01513483655,747.005249,0.03882766888,747.005249,0.03951618448,747.005249,0.0434242934,747.005249,0.04401619732,747.005249,0.04345868155,747.005249,0.04408469796,747.005249,0.04044993594,747.005249,0.04684526846,747.005249,0.04620628059,747.005249,0.04427217692,747.005249,0.04738957062,
746.0108643,0.01577879675,746.0108643,0.03847652301,746.0108643,0.03957451135,746.0108643,0.04289373755,746.0108643,0.04422431067,746.0108643,0.04191734642,746.0108643,0.04200878739,746.0108643,0.03914717585,746.0108643,0.04483386874,746.0108643,0.04572603852,746.0108643,0.0432401523,746.0108643,0.04735596478,
745.0161133,0.0149207525,745.0161133,0.03823038191,745.0161133,0.04033109918,745.0161133,0.04411879554,745.0161133,0.04523250833,745.0161133,0.04229691252,745.0161133,0.04426283389,745.0161133,0.04082398117,745.0161133,0.04616957158,745.0161133,0.0466052033,745.0161133,0.043613635,745.0161133,0.04652763158,
743.9855347,0.01522538997,743.9855347,0.03918363526,743.9855347,0.03941299766,743.9855347,0.0429462865,743.9855347,0.04388970882,743.9855347,0.04333387315,743.9855347,0.0431759879,743.9855347,0.04058747366,743.9855347,0.04450042918,743.9855347,0.04484377056,743.9855347,0.04285636544,743.9855347,0.04706394672,
742.9901123,0.01434055809,742.9901123,0.04016107321,742.9901123,0.04024700075,742.9901123,0.04379174858,742.9901123,0.04463056847,742.9901123,0.04271596298,742.9901123,0.04401874542,742.9901123,0.04079324007,742.9901123,0.04695081338,742.9901123,0.04694795981,742.9901123,0.04515204951,742.9901123,0.04765199497,
741.9943237,0.01451996062,741.9943237,0.03929759189,741.9943237,0.03947833925,741.9943237,0.04402524978,741.9943237,0.04476734251,741.9943237,0.04293925688,741.9943237,0.04364792258,741.9943237,0.04124522582,741.9943237,0.04674666747,741.9943237,0.04571453482,741.9943237,0.04373800755,741.9943237,0.0478451252,
740.9981079,0.01321061328,740.9981079,0.03908774629,740.9981079,0.03953041881,740.9981079,0.04448325187,740.9981079,0.04641962424,740.9981079,0.0427768901,740.9981079,0.04475224763,740.9981079,0.0420242995,740.9981079,0.04786512256,740.9981079,0.04694859311,740.9981079,0.04532507807,740.9981079,0.04811230674,
740.0016479,0.0130554121,740.0016479,0.03997845203,740.0016479,0.04007453844,740.0016479,0.04425661266,740.0016479,0.04569290578,740.0016479,0.04372289404,740.0016479,0.044325497,740.0016479,0.04162209481,740.0016479,0.0471984297,740.0016479,0.04678077251,740.0016479,0.0445567593,740.0016479,0.04902883619,
739.0048218,0.01362398174,739.0048218,0.03842581436,739.0048218,0.03962413594,739.0048218,0.04452830926,739.0048218,0.04506155476,739.0048218,0.04224387184,739.0048218,0.04367116466,739.0048218,0.04107062891,739.0048218,0.04684108868,739.0048218,0.04689307883,739.0048218,0.04413604364,739.0048218,0.04709948972,
738.0075684,0.01270729676,738.0075684,0.04041260108,738.0075684,0.03991530836,738.0075684,0.04328736663,738.0075684,0.04552809894,738.0075684,0.04415057227,738.0075684,0.04388996586,738.0075684,0.04127255455,738.0075684,0.0467780605,738.0075684,0.04605443031,738.0075684,0.04523457587,738.0075684,0.04803154618,
737.0100098,0.01185148954,737.0100098,0.04063286632,737.0100098,0.04108670726,737.0100098,0.04520630836,737.0100098,0.04559157416,737.0100098,0.04437317327,737.0100098,0.04432624206,737.0100098,0.0416819565,737.0100098,0.04726605117,737.0100098,0.04640118778,737.0100098,0.04502781481,737.0100098,0.04859114438,
736.012146,0.01175477449,736.012146,0.03992586583,736.012146,0.04057664797,736.012146,0.04501859844,736.012146,0.04539904371,736.012146,0.04313601926,736.012146,0.04524164274,736.012146,0.04134916514,736.012146,0.04689117521,736.012146,0.04597600549,736.012146,0.04532082379,736.012146,0.04865098745,
735.013916,0.01114097051,735.013916,0.0399162434,735.013916,0.04029738531,735.013916,0.04445715621,735.013916,0.04649547487,735.013916,0.04409633204,735.013916,0.04385525733,735.013916,0.04193815961,735.013916,0.04706140608,735.013916,0.04624578357,735.013916,0.04436092824,735.013916,0.04758229479,
734.0153198,0.01051283535,734.0153198,0.03999789432,734.0153198,0.03974172845,734.0153198,0.04396291822,734.0153198,0.04498692974,734.0153198,0.04334783182,734.0153198,0.04472286627,734.0153198,0.04133464396,734.0153198,0.04692615569,734.0153198,0.04595793411,734.0153198,0.04509038851,734.0153198,0.04823314399,
733.0164185,0.00920912344,733.0164185,0.0406512022,733.0164185,0.04030599073,733.0164185,0.04448454455,733.0164185,0.04614878818,733.0164185,0.04438644648,733.0164185,0.04450295493,733.0164185,0.04201722518,733.0164185,0.04781131074,733.0164185,0.04750341922,733.0164185,0.04570648074,733.0164185,0.04861389846,
732.0170898,0.008333364502,732.0170898,0.04065697268,732.0170898,0.04025614634,732.0170898,0.04497073591,732.0170898,0.04655226693,732.0170898,0.04462416843,732.0170898,0.04546847939,732.0170898,0.04266804084,732.0170898,0.0465137437,732.0170898,0.04721130058,732.0170898,0.04596751556,732.0170898,0.0492589958,
731.0174561,0.007229424082,731.0174561,0.04087480158,731.0174561,0.0414451547,731.0174561,0.04496306926,731.0174561,0.04625087976,731.0174561,0.04464872554,731.0174561,0.04488271847,731.0174561,0.04268817231,731.0174561,0.04861002043,731.0174561,0.04730992392,731.0174561,0.04602533206,731.0174561,0.0486920774,
730.0175171,0.006300489418,730.0175171,0.04115429148,730.0175171,0.04082031175,730.0175171,0.04572661221,730.0175171,0.04686334729,730.0175171,0.04499823973,730.0175171,0.04619303718,730.0175171,0.04260727018,730.0175171,0.04753134772,730.0175171,0.04801584408,730.0175171,0.04661549255,730.0175171,0.04967451841,
729.0172119,0.005646844395,729.0172119,0.04073501006,729.0172119,0.04113804176,729.0172119,0.0450046137,729.0172119,0.04648887739,729.0172119,0.04403496161,729.0172119,0.0456350483,729.0172119,0.04231060669,729.0172119,0.04751450941,729.0172119,0.04773979262,729.0172119,0.04617216438,729.0172119,0.04905848205,
728.0165405,0.00541148847,728.0165405,0.04095071554,728.0165405,0.04113610834,728.0165405,0.04453955218,728.0165405,0.04608274996,728.0165405,0.04401826113,728.0165405,0.04522773996,728.0165405,0.04186720401,728.0165405,0.04731303826,728.0165405,0.04670313746,728.0165405,0.0462423861,728.0165405,0.04880951345,
